Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
475,Alberto Risco,es ESP,"MF,FW",Getafe,18,2005,0.8,0,4,1,25,5.22,1.3,0,0,21.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
476,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,28,1995,4.8,0,2,0,0,0.42,0,0,,26.1,0,0,0,0,0,0.01,0,0,Matches
477,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,19,2004,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
478,Marc Roca,es ESP,MF,Betis,27,1996,10.1,2,12,4,33.3,1.19,0.4,0.17,0.5,16.9,1,0,0,1.1,1.1,0.09,0.9,0.9,Matches
479,Rodri,es ESP,FW,Betis,24,2000,1.3,0,2,2,100,1.53,1.53,0,0,22.6,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
480,Adrian Rodriguez,es ESP,GK,Alavés,23,2000,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
481,Álvaro Rodríguez,uy URU,FW,Getafe,20,2004,9.5,2,25,10,40,2.64,1.06,0.08,0.2,16.8,0,0,0,1.2,1.2,0.05,0.8,0.8,Matches
482,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,26,1998,14.8,1,33,6,18.2,2.23,0.41,0.03,0.17,25.1,9,0,0,2.1,2.1,0.06,-1.1,-1.1,Matches
483,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
484,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,10.3,0,4,0,0,0.39,0,0,,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
485,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,24,4,31,10,32.3,1.29,0.42,0.13,0.4,17.9,1,0,0,2.8,2.8,0.09,1.2,1.2,Matches
486,Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,0.4,0,2,0,0,4.86,0,0,,22.2,0,0,0,0,0,0.01,0,0,Matches
487,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,1991,1.6,0,4,2,50,2.57,1.29,0,0,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
488,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,27.9,3,12,5,41.7,0.43,0.18,0.25,0.6,10.8,0,0,0,2.3,2.3,0.2,0.7,0.7,Matches
489,Jesus Rodríguez,es ESP,FW,Betis,18,2005,12.3,2,23,8,34.8,1.86,0.65,0.09,0.25,17.9,0,0,0,2.3,2.3,0.1,-0.3,-0.3,Matches
490,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,19.5,0,21,8,38.1,1.08,0.41,0,0,21.8,0,0,0,1.6,1.6,0.08,-1.6,-1.6,Matches
491,Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,14.2,0,5,1,20,0.35,0.07,0,0,26.3,2,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
492,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,21.4,6,54,20,37,2.52,0.93,0.11,0.3,16.4,3,0,0,4,3.9,0.07,2,2.1,Matches
493,Leo Román,es ESP,GK,Mallorca,24,2000,7,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
494,Carlos Romero,es ESP,DF,Espanyol,22,2001,28.4,2,29,6,20.7,1.02,0.21,0.07,0.33,20.8,1,0,0,2,2,0.07,0,0,Matches
495,Isaac Romero,es ESP,FW,Sevilla,24,2000,24,4,53,17,32.1,2.21,0.71,0.08,0.24,16.9,0,0,1,6.8,6,0.11,-2.8,-2,Matches
496,Luka Romero,ar ARG,"FW,MF",Alavés,19,2004,2.2,0,1,0,0,0.45,0,0,,38.7,0,0,1,0.8,0,0.02,-0.8,0,Matches
497,Oriol Romeu,es ESP,MF,Girona,32,1991,15.1,0,5,1,20,0.33,0.07,0,0,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
498,Vitor Roque,br BRA,FW,Betis,19,2005,13.7,4,41,18,43.9,2.99,1.31,0.1,0.22,14.5,0,0,0,6.1,6.1,0.15,-2.1,-2.1,Matches
499,Valentin Rosier,fr FRA,DF,Leganés,27,1996,28.8,1,14,4,28.6,0.49,0.14,0.07,0.25,18.7,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
500,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,25.5,0,24,4,16.7,0.94,0.16,0,0,18,0,0,0,1.7,1.7,0.07,-1.7,-1.7,Matches
501,Aitor Ruibal,es ESP,"DF,FW",Betis,28,1996,14.6,1,16,4,25,1.1,0.27,0.06,0.25,19,0,0,0,0.9,0.9,0.06,0.1,0.1,Matches
502,Abel Ruiz,es ESP,FW,Girona,24,2000,15,4,21,7,33.3,1.4,0.47,0.14,0.43,14,0,1,2,4.6,3,0.14,-0.6,0,Matches
503,Ferrán Ruiz,es ESP,MF,Girona,21,2003,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
504,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,17.6,0,5,0,0,0.28,0,0,,20.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
505,Umar Sadiq,ng NGA,FW,Valencia,27,1997,9.2,5,20,7,35,2.18,0.76,0.25,0.71,13.2,0,0,0,3.4,3.4,0.19,1.6,1.6,Matches
506,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,2.5,0,5,0,0,1.98,0,0,,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,18.8,1,8,3,37.5,0.43,0.16,0.13,0.33,8.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,0.5,0,2,0,0,4.19,0,0,,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,24.9,3,23,6,26.1,0.92,0.24,0.13,0.5,12.7,0,0,0,1.9,1.9,0.08,1.1,1.1,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,16.3,0,13,5,38.5,0.8,0.31,0,0,19.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,8.1,2,16,7,43.8,1.98,0.87,0.13,0.29,19.3,0,0,0,2.2,2.2,0.14,-0.2,-0.2,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,18,15,47,17,36.2,2.61,0.94,0.26,0.71,16.7,1,3,3,9.7,7.3,0.16,5.3,4.7,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,15.5,0,17,2,11.8,1.1,0.13,0,0,19.3,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,15.6,2,15,5,33.3,0.96,0.32,0.13,0.4,21.1,2,0,0,0.7,0.7,0.04,1.3,1.3,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,22.5,2,11,5,45.5,0.49,0.22,0.18,0.4,23.5,5,0,0,0.5,0.5,0.04,1.5,1.5,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,19.1,4,13,6,46.2,0.68,0.31,0.31,0.67,12.1,0,0,0,2.1,2.1,0.17,1.9,1.9,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,29.3,1,12,2,16.7,0.41,0.07,0.08,0.5,16.7,0,0,0,1.7,1.7,0.15,-0.7,-0.7,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,8.4,1,19,7,36.8,2.27,0.84,0.05,0.14,15.1,0,0,0,3.5,3.5,0.18,-2.5,-2.5,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,4.1,0,1,0,0,0.24,0,0,,22.9,0,0,0,0,0,0.02,0,0,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,6.6,0,1,0,0,0.15,0,0,,11.8,0,0,0,0,0,0.03,0,0,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,32.9,2,13,5,38.5,0.4,0.15,0.15,0.4,10,0,0,0,1.5,1.5,0.11,0.5,0.5,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,1.2,0,5,1,20,4.02,0.8,0,0,24.6,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,20.7,10,46,20,43.5,2.22,0.96,0.17,0.4,14.8,0,2,3,8.8,6.4,0.14,1.2,1.6,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,21.4,2,22,7,31.8,1.03,0.33,0.09,0.29,14.5,0,0,0,2.2,2.2,0.1,-0.2,-0.2,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,6.8,0,4,2,50,0.59,0.29,0,0,16.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,31.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,2.3,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,11.4,0,15,2,13.3,1.31,0.17,0,0,18.6,0,0,0,1,1,0.06,-1,-1,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,0.1,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,5.9,1,4,1,25,0.67,0.17,0.25,1,16,0,0,0,0.7,0.7,0.16,0.3,0.3,Matches
534,David Soria,es ESP,GK,Getafe,31,1993,38,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
535,Juan Soriano,es ESP,GK,Leganés,26,1997,6,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
536,Hugo Sotelo,es ESP,MF,Celta Vigo,20,2003,13.9,0,4,0,0,0.29,0,0,,20.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
537,Djibril Sow,ch SUI,MF,Sevilla,27,1997,22.9,2,22,6,27.3,0.96,0.26,0.09,0.33,18.6,0,0,0,2.4,2.4,0.11,-0.4,-0.4,Matches
538,Carl Starfelt,se SWE,DF,Celta Vigo,29,1995,25.2,1,5,1,20,0.2,0.04,0.2,1,11.6,0,0,0,0.5,0.5,0.1,0.5,0.5,Matches
539,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,19,2004,10.5,3,19,7,36.8,1.81,0.67,0.16,0.43,13.1,0,0,0,5.2,5.2,0.27,-2.2,-2.2,Matches
540,Stoichkov,es ESP,"MF,FW",Alavés,30,1993,7.8,0,18,3,16.7,2.32,0.39,0,0,19.8,1,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
541,Cristhian Stuani,uy URU,FW,Girona,37,1986,12,11,31,16,51.6,2.59,1.34,0.26,0.5,12.7,0,3,3,8.1,5.8,0.19,2.9,2.2,Matches
542,Álex Suárez,es ESP,DF,Las Palmas,31,1993,27.3,0,6,3,50,0.22,0.11,0,0,14.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
543,Denis Suárez,es ESP,MF,Villarreal,30,1994,6.8,1,10,3,30,1.48,0.44,0.1,0.33,15.5,0,0,0,0.9,0.9,0.09,0.1,0.1,Matches
544,Luka Sučić,hr CRO,MF,Real Sociedad,21,2002,19.9,1,43,11,25.6,2.16,0.55,0.02,0.09,23.6,1,0,0,3.3,3.3,0.08,-2.3,-2.3,Matches
545,Suso,es ESP,"FW,MF",Sevilla,30,1993,6.7,0,16,4,25,2.38,0.59,0,0,22.9,2,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
546,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,20,2004,15,4,32,15,46.9,2.14,1,0.13,0.27,14.7,0,0,0,5.2,5.2,0.17,-1.2,-1.2,Matches
547,Mamadou Sylla,sn SEN,"FW,MF",Valladolid,30,1994,17.6,5,18,3,16.7,1.02,0.17,0.06,0.33,17.4,0,4,4,5.1,2,0.11,-0.1,-1,Matches
548,Wojciech Szczęsny,pl POL,GK,Barcelona,34,1990,15,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
549,Alexander Sørloth,no NOR,FW,Atlético Madrid,28,1995,17.4,20,78,40,51.3,4.48,2.3,0.24,0.48,12,0,1,1,16.8,16,0.21,3.2,3,Matches
550,Renato Tapia,pe PER,"MF,DF",Leganés,29,1995,26.9,1,14,6,42.9,0.52,0.22,0.07,0.17,29.1,0,0,0,0.6,0.6,0.05,0.4,0.4,Matches
551,César Tárrega,es ESP,DF,Valencia,22,2002,33.6,2,20,6,30,0.59,0.18,0.1,0.33,10.3,0,0,0,1.9,1.9,0.1,0.1,0.1,Matches
552,Aurélien Tchouaméni,fr FRA,"DF,MF",Real Madrid,24,2000,29.9,0,19,3,15.8,0.64,0.1,0,0,17.1,0,0,0,1.7,1.7,0.09,-1.7,-1.7,Matches
553,Álvaro Tejero,es ESP,"MF,DF",Espanyol,28,1996,13.8,1,17,4,23.5,1.24,0.29,0.06,0.25,26.1,6,0,0,0.6,0.6,0.04,0.4,0.4,Matches
554,Martín Tejón,es ESP,"MF,DF",Valencia,20,2004,0.5,0,1,0,0,1.84,0,0,,11.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
555,Nahuel Tenaglia,ar ARG,DF,Alavés,28,1996,32.5,2,27,8,29.6,0.83,0.25,0.07,0.25,15.5,0,0,0,2.2,2.2,0.08,-0.2,-0.2,Matches
556,Marc-André ter Stegen,de GER,GK,Barcelona,32,1992,7.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
557,Ramón Terrats,es ESP,"MF,FW",Villarreal,23,2000,1.5,0,2,0,0,1.37,0,0,,21.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
558,Ramón Terrats,es ESP,"MF,FW",Getafe,23,2000,13.5,4,19,8,42.1,1.4,0.59,0.21,0.5,21.6,1,0,0,2.2,2.2,0.11,1.8,1.8,Matches
559,Raúl de Tomás,es ESP,"DF,FW",Rayo Vallecano,29,1994,0.2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
560,Pablo Torre,es ESP,"MF,FW",Barcelona,21,2003,3.4,3,6,4,66.7,1.74,1.16,0.5,0.75,23.5,1,0,0,0.4,0.4,0.06,2.6,2.6,Matches
561,David Torres,es ESP,DF,Valladolid,21,2003,15.4,0,3,1,33.3,0.19,0.06,0,0,10.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
562,Ferrán Torres,es ESP,"FW,MF",Barcelona,24,2000,12.3,10,48,22,45.8,3.91,1.79,0.21,0.45,14.6,2,0,0,8,8,0.17,2,2,Matches
563,Lucas Torró,es ESP,MF,Osasuna,30,1994,32.9,3,31,7,22.6,0.94,0.21,0.1,0.43,16,0,0,0,2.3,2.3,0.07,0.7,0.7,Matches
564,Hamari Traoré,ml MLI,DF,Real Sociedad,32,1992,7.8,0,1,0,0,0.13,0,0,,14.8,0,0,0,0,0,0.04,0,0,Matches
565,Óscar Trejo,ar ARG,MF,Rayo Vallecano,36,1988,5.5,1,5,2,40,0.91,0.36,0.2,0.5,16.5,0,0,0,0.6,0.6,0.12,0.4,0.4,Matches
566,Viktor Tsyhankov,ua UKR,"FW,MF",Girona,26,1997,21.3,2,35,9,25.7,1.65,0.42,0.06,0.22,19.9,5,0,0,2.8,2.8,0.08,-0.8,-0.8,Matches
567,Beñat Turrientes,es ESP,MF,Real Sociedad,22,2002,10.5,0,7,1,14.3,0.67,0.1,0,0,21.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
568,Christantus Uche,ng NGA,"FW,MF",Getafe,21,2003,27.6,4,50,14,28,1.81,0.51,0.08,0.29,17.1,0,0,0,3.8,3.8,0.08,0.2,0.2,Matches
569,Naci Ünüvar,nl NED,"MF,DF",Espanyol,21,2003,0.3,0,1,0,0,2.9,0,0,,14.2,0,0,0,0,0,0.05,0,0,Matches
570,Óscar Valentín,es ESP,MF,Rayo Vallecano,29,1994,20.4,0,5,1,20,0.25,0.05,0,0,12.3,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
571,Germán Valera,es ESP,MF,Valencia,22,2002,1.6,0,3,2,66.7,1.82,1.22,0,0,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
572,Martin Valjent,sk SVK,DF,Mallorca,28,1995,30.7,3,12,5,41.7,0.39,0.16,0.25,0.6,13.1,0,0,0,0.8,0.8,0.07,2.2,2.2,Matches
573,Jesús Vallejo,es ESP,DF,Real Madrid,27,1997,1.5,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
574,Federico Valverde,uy URU,"MF,DF",Real Madrid,26,1998,33.7,6,57,22,38.6,1.69,0.65,0.11,0.27,26.8,5,0,0,2.7,2.7,0.05,3.3,3.3,Matches
575,Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,26,1998,1.1,0,1,0,0,0.93,0,0,,11.4,0,0,0,0,0,0.03,0,0,Matches
576,Ruben Vargas,ch SUI,"FW,MF",Sevilla,25,1998,7.5,2,17,5,29.4,2.28,0.67,0.12,0.4,13.8,0,0,0,2,2,0.12,0,0,Matches
577,José Luis García Vayá,es ESP,MF,Valencia,25,1998,19.4,2,12,4,33.3,0.62,0.21,0,0,25.8,1,2,2,2.1,0.5,0.04,-0.1,-0.5,Matches
578,Jesus Vazquez,es ESP,DF,Valencia,21,2003,10.2,0,5,1,20,0.49,0.1,0,0,26.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
579,Lucas Vázquez,es ESP,DF,Real Madrid,33,1991,24.3,1,15,3,20,0.62,0.12,0.07,0.33,17,1,0,0,1.4,1.4,0.1,-0.4,-0.4,Matches
580,Alejo Véliz,ar ARG,FW,Espanyol,20,2003,12.5,1,19,6,31.6,1.52,0.48,0.05,0.17,10.7,0,0,0,2.3,2.3,0.12,-1.3,-1.3,Matches
581,Mikel Vesga,es ESP,MF,Athletic Club,31,1993,11,0,5,2,40,0.46,0.18,0,0,21.6,0,0,1,1.2,0.4,0.08,-1.2,-0.4,Matches
582,Carlos Vicente,es ESP,"FW,MF",Alavés,25,1999,34.4,5,35,13,37.1,1.02,0.38,0.11,0.31,18.2,1,1,1,3.5,2.7,0.08,1.5,1.3,Matches
583,Pau Victor,es ESP,FW,Barcelona,22,2001,3.5,2,14,8,57.1,3.95,2.26,0.14,0.25,15.2,0,0,0,3,3,0.22,-1,-1,Matches
584,Nacho Vidal,es ESP,DF,Osasuna,29,1995,1.4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
585,Fran Vieites,es ESP,GK,Betis,25,1999,4,0,1,1,100,0.25,0.25,0,0,13,0,0,0,0,0,0.03,0,0,Matches
586,Sergio Viera,es ESP,MF,Las Palmas,19,2005,1.1,0,1,0,0,0.94,0,0,,13.5,0,0,0,0,0,0.02,0,0,Matches
587,Asier Villalibre,es ESP,FW,Alavés,26,1997,3.7,1,8,1,12.5,2.16,0.27,0,0,14.7,0,1,1,1.6,0.8,0.1,-0.6,-0.8,Matches
588,Iván Villar,es ESP,GK,Celta Vigo,27,1997,4,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
589,Viti,es ESP,DF,Las Palmas,26,1997,22,0,3,2,66.7,0.14,0.09,0,0,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
590,Daniel Vivian,es ESP,DF,Athletic Club,25,1999,29,4,18,5,27.8,0.62,0.17,0.22,0.8,13.8,0,0,0,1.9,1.9,0.11,2.1,2.1,Matches
591,Krapyvtsov Vladyslav,ua UKR,GK,Girona,19,2005,2,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
592,Iñaki Williams,gh GHA,FW,Athletic Club,30,1994,29.5,6,63,24,38.1,2.14,0.81,0.1,0.25,16.4,0,0,0,7.6,7.6,0.12,-1.6,-1.6,Matches
593,Nico Williams,es ESP,FW,Athletic Club,22,2002,22.2,5,54,19,35.2,2.43,0.86,0.09,0.26,17.6,1,0,0,4.2,4.2,0.08,0.8,0.8,Matches
594,Axel Witsel,be BEL,DF,Atlético Madrid,35,1989,9.5,0,1,0,0,0.11,0,0,,10.1,0,0,0,0,0,0.03,0,0,Matches
595,Lamine Yamal,es ESP,FW,Barcelona,17,2007,31.7,9,144,46,31.9,4.54,1.45,0.06,0.2,19.4,0,0,0,9.8,9.8,0.07,-0.8,-0.8,Matches
596,Daniel Yáñez,es ESP,FW,Real Madrid,17,2007,0,0,0,0,,0,0,,,,0,0,0,0,0,,0,0,Matches
597,Bertuğ Yıldırım,tr TUR,FW,Getafe,22,2002,12,1,19,7,36.8,1.58,0.58,0.05,0.14,11.4,0,0,0,2.5,2.5,0.13,-1.5,-1.5,Matches
598,Arsen Zakharyan,ru RUS,"MF,FW",Real Sociedad,21,2003,0.8,1,4,2,50,4.93,2.47,0.25,0.5,22.7,0,0,0,0.2,0.2,0.05,0.8,0.8,Matches
599,Bryan Zaragoza,es ESP,"FW,MF",Osasuna,23,2001,20.4,1,42,13,31,2.06,0.64,0.02,0.08,20.2,0,0,0,2.7,2.7,0.06,-1.7,-1.7,Matches
600,Igor Zubeldia,es ESP,DF,Real Sociedad,27,1997,25.2,0,12,4,33.3,0.48,0.16,0,0,17.1,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
601,Martín Zubimendi,es ESP,MF,Real Sociedad,25,1999,32.9,2,24,6,25,0.73,0.18,0.08,0.33,13.9,0,0,0,2.6,2.6,0.11,-0.6,-0.6,Matches
