Rk,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
425,Gabriel Osei Misehouy,nl NED,"FW,MF",Girona,19,2005,9,1,257,2.9,0.34,0,0.34,0.34,0,0,0,0,0.31,0.31,0.1,0.41,1.72,5.17,7.59,0.35,0,0.35,0.35,0.35,0.31,0.09,0.41,0.31,0.41,Matches
426,David Otorbi,es ESP,MF,Valencia,16,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
427,Jesús Owono,gq EQG,GK,Alavés,23,2001,6,5,487,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
428,Mikel Oyarzabal,es ESP,FW,Real Sociedad,27,1997,35,28,"2,250",25,0.36,0.12,0.48,0.2,0.16,0.16,0.16,0.04,0.4,0.27,0.1,0.37,1.24,1.12,5.32,0.36,0.12,0.48,0.2,0.32,0.4,0.1,0.5,0.27,0.37,Matches
429,Cenk Özkacar,tr TUR,DF,Valladolid,23,2000,11,8,757,8.4,0,0,0,0,0,0,0.12,0,0.01,0.01,0,0.01,0.24,1.79,0,0,0,0,0,0,0.01,0,0.02,0.01,0.02,Matches
430,Jon Pacheco,es ESP,DF,Real Sociedad,23,2001,14,9,854,9.5,0,0,0,0,0,0,0.32,0,0.01,0.01,0.01,0.02,1.26,2.84,0,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
431,Alex Padilla,es ESP,GK,Athletic Club,20,2003,5,3,321,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
432,Isaac Palazón Camacho,es ESP,"MF,FW",Rayo Vallecano,29,1994,35,25,"2,162",24,0.17,0.17,0.33,0.17,0,0,0.21,0,0.2,0.2,0.18,0.38,1.25,4.88,5.13,0.17,0.17,0.33,0.17,0.33,0.2,0.18,0.38,0.2,0.38,Matches
433,Aitor Paredes,es ESP,DF,Athletic Club,24,2000,23,21,"1,812",20.1,0.15,0,0.15,0.15,0,0,0.2,0.05,0.11,0.11,0,0.11,0.2,2.29,0.1,0.15,0,0.15,0.15,0.15,0.11,0,0.12,0.11,0.12,Matches
434,Daniel Parejo,es ESP,MF,Villarreal,35,1989,36,26,"2,273",25.3,0.12,0.12,0.24,0.08,0.04,0.08,0.32,0,0.1,0.03,0.07,0.11,0.75,6.96,1.03,0.12,0.12,0.24,0.08,0.2,0.1,0.07,0.17,0.03,0.11,Matches
435,Iago Parente,es ESP,DF,Valladolid,18,2006,1,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1.25,0,0,0,0,0,0,0.04,0.04,0,0.04,Matches
436,Álvaro Pascual,es ESP,FW,Sevilla,22,2002,8,4,408,4.5,0.22,0,0.22,0.22,0,0,0.22,0,0,0,0,0,0.22,0,0.44,0.22,0,0.22,0.22,0.22,0,0,0,0,0,Matches
437,Alfonso Pedraza,es ESP,"DF,MF",Villarreal,28,1996,12,4,460,5.1,0,0.39,0.39,0,0,0,0,0,0.1,0.1,0.27,0.37,4.12,1.76,8.43,0,0.39,0.39,0,0.39,0.09,0.27,0.37,0.09,0.37,Matches
438,Pedri,es ESP,MF,Barcelona,21,2002,37,35,"2,879",32,0.13,0.16,0.28,0.13,0,0,0.09,0,0.07,0.07,0.23,0.3,2.88,11.3,4.25,0.13,0.16,0.28,0.13,0.28,0.07,0.23,0.3,0.07,0.3,Matches
439,Adrià Pedrosa,es ESP,DF,Sevilla,26,1998,31,27,"2,298",25.5,0.04,0.04,0.08,0.04,0,0,0.27,0,0.04,0.04,0.06,0.1,1.61,3.1,3.76,0.04,0.04,0.08,0.04,0.08,0.04,0.06,0.1,0.04,0.1,Matches
440,Pejiño,es ESP,FW,Las Palmas,28,1996,1,0,16,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
441,Andy Pelmard,fr FRA,DF,Las Palmas,24,2000,4,2,205,2.3,0,0,0,0,0,0,0.43,0,0,0,0,0.04,0.43,5.65,2.17,0,0,0,0,0,0,0.02,0.03,0,0.03,Matches
442,Iñaki Peña,es ESP,GK,Barcelona,25,1999,16,15,"1,396",15.5,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,Matches
443,Rubén Peña,es ESP,"FW,DF",Osasuna,33,1991,25,7,775,8.6,0,0,0,0,0,0,0.12,0,0.08,0.08,0.07,0.15,2.09,3.14,6.63,0,0,0,0,0,0.08,0.07,0.15,0.08,0.15,Matches
444,Nicolas Pépé,ci CIV,"FW,MF",Villarreal,29,1995,28,15,"1,500",16.7,0.18,0.36,0.54,0.18,0,0,0.18,0,0.23,0.23,0.29,0.51,4.55,3.59,9.52,0.18,0.36,0.54,0.18,0.54,0.23,0.29,0.52,0.23,0.52,Matches
445,Peque,es ESP,"MF,FW",Sevilla,21,2002,26,14,"1,134",12.6,0.08,0.08,0.16,0.08,0,0,0.08,0,0.2,0.2,0.1,0.29,1.11,2.78,3.49,0.08,0.08,0.16,0.08,0.16,0.2,0.1,0.29,0.2,0.29,Matches
446,Ayoze Pérez,es ESP,FW,Villarreal,31,1993,30,22,"1,970",21.9,0.87,0.09,0.96,0.87,0,0,0.18,0,0.58,0.58,0.14,0.72,2.69,3.33,5.66,0.87,0.09,0.96,0.87,0.96,0.58,0.13,0.71,0.58,0.71,Matches
447,Carles Pérez,es ESP,"MF,FW",Getafe,26,1998,27,15,"1,431",15.9,0.19,0,0.19,0.19,0,0,0.13,0,0.15,0.15,0.09,0.25,1.95,1.26,4.84,0.19,0,0.19,0.19,0.19,0.15,0.1,0.24,0.15,0.24,Matches
448,Francisco Perez,es ESP,"FW,MF",Valencia,21,2002,26,4,570,6.3,0,0,0,0,0,0,0.16,0,0.05,0.05,0.41,0.46,3.81,2.06,11.3,0,0,0,0,0,0.05,0.4,0.45,0.05,0.45,Matches
449,Kike Pérez,es ESP,MF,Valladolid,27,1997,19,14,"1,191",13.2,0.15,0,0.15,0.15,0,0,0.45,0,0.16,0.16,0.08,0.23,1.44,5.08,2.12,0.15,0,0.15,0.15,0.15,0.16,0.08,0.24,0.16,0.24,Matches
450,Luis Pérez,es ESP,DF,Valladolid,29,1995,30,28,"2,558",28.4,0,0,0,0,0,0,0.07,0,0.01,0.01,0.07,0.08,1.44,3.13,4.12,0,0,0,0,0,0.01,0.07,0.08,0.01,0.08,Matches
451,Romain Perraud,fr FRA,DF,Betis,26,1997,28,22,"2,002",22.2,0.09,0.09,0.18,0.09,0,0,0.36,0.05,0.02,0.02,0.07,0.09,2.3,2.79,4.77,0.09,0.09,0.18,0.09,0.18,0.02,0.07,0.09,0.02,0.09,Matches
452,Valentín Pezzolesi,es ESP,DF,Las Palmas,17,2007,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
453,Pica,es ESP,DF,Alavés,22,2002,9,5,499,5.5,0,0,0,0,0,0,0.18,0,0.05,0.05,0,0.07,0.55,2.73,0,0,0,0,0,0,0.06,0.01,0.06,0.06,0.06,Matches
454,Yeremi Pino,es ESP,"MF,FW",Villarreal,21,2002,34,25,"1,934",21.5,0.19,0.33,0.51,0.19,0,0,0.51,0,0.18,0.18,0.25,0.43,1.95,3.07,9.91,0.19,0.33,0.51,0.19,0.51,0.18,0.25,0.43,0.18,0.43,Matches
455,Portu,es ESP,"FW,MF",Girona,32,1992,27,6,779,8.7,0.11,0.23,0.34,0.11,0,0,0.46,0,0.18,0.18,0.2,0.38,2.3,1.84,9.08,0.12,0.23,0.35,0.12,0.35,0.19,0.19,0.38,0.19,0.38,Matches
456,Beñat Prados,es ESP,MF,Athletic Club,23,2001,30,21,"1,715",19.1,0.05,0,0.05,0.05,0,0,0.37,0,0.05,0.05,0.06,0.11,1.05,4.08,1.68,0.05,0,0.05,0.05,0.05,0.05,0.06,0.11,0.05,0.11,Matches
457,Abdón Prats,es ESP,"FW,MF",Mallorca,31,1992,24,3,456,5.1,0.39,0,0.39,0.2,0.2,0.2,0.78,0,0.43,0.29,0.02,0.31,0,1.37,2.75,0.39,0,0.39,0.2,0.2,0.45,0.03,0.47,0.29,0.32,Matches
458,Javi Puado,es ESP,"FW,MF",Espanyol,26,1998,35,35,"2,974",33,0.36,0.12,0.48,0.21,0.15,0.15,0.24,0,0.35,0.23,0.09,0.32,2.21,2.27,3.42,0.36,0.12,0.48,0.21,0.33,0.35,0.09,0.44,0.23,0.32,Matches
459,Dani Raba,es ESP,"FW,MF",Leganés,28,1995,29,24,"1,879",20.9,0.38,0.29,0.67,0.19,0.19,0.24,0.29,0,0.36,0.17,0.25,0.43,2.01,3.3,4.83,0.38,0.29,0.67,0.19,0.48,0.36,0.25,0.61,0.17,0.43,Matches
460,Arnau Rafús,es ESP,GK,Valladolid,21,2003,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
461,Antonio Raillo,es ESP,DF,Mallorca,32,1991,36,36,"3,207",35.6,0.06,0,0.06,0.06,0,0,0.2,0.03,0.06,0.06,0.04,0.1,0.87,3.03,0.56,0.06,0,0.06,0.06,0.06,0.06,0.05,0.1,0.06,0.1,Matches
462,Benito Ramírez,es ESP,"DF,FW",Las Palmas,29,1995,19,2,478,5.3,0,0,0,0,0,0,0.38,0.19,0.06,0.06,0.17,0.23,2.64,3.02,11.7,0,0,0,0,0,0.06,0.16,0.22,0.06,0.22,Matches
463,Sandro Ramírez,es ESP,"FW,MF",Las Palmas,29,1995,31,25,"2,034",22.6,0.4,0.13,0.53,0.35,0.04,0.04,0.27,0,0.18,0.15,0.15,0.3,2.3,2.3,5.35,0.4,0.13,0.53,0.35,0.49,0.18,0.15,0.33,0.15,0.29,Matches
464,Jacobo Ramón,es ESP,DF,Real Madrid,19,2005,3,2,204,2.3,0.43,0,0.43,0.43,0,0,0.43,0,0.09,0.09,0.09,0.17,0,0.43,0.87,0.44,0,0.44,0.44,0.44,0.07,0.09,0.16,0.07,0.16,Matches
465,Raphinha,br BRA,"FW,MF",Barcelona,27,1996,36,32,"2,839",31.5,0.57,0.29,0.86,0.51,0.06,0.06,0.13,0,0.61,0.56,0.4,0.96,2.98,4.29,11.1,0.57,0.29,0.86,0.51,0.79,0.61,0.4,1.01,0.56,0.96,Matches
466,Andrei Ratiu,ro ROU,DF,Rayo Vallecano,26,1998,35,34,"3,065",34.1,0.06,0.09,0.15,0.06,0,0,0.15,0,0.05,0.05,0.17,0.22,3.58,4.25,4.9,0.06,0.09,0.15,0.06,0.15,0.05,0.17,0.22,0.05,0.22,Matches
467,Raúl,es ESP,"FW,MF",Osasuna,23,2000,32,5,750,8.3,0.48,0,0.48,0.48,0,0,0.12,0,0.42,0.42,0.08,0.49,1.2,1.93,5.9,0.48,0,0.48,0.48,0.48,0.41,0.08,0.5,0.41,0.5,Matches
468,Abderrahman Rebbach,dz ALG,"FW,MF",Alavés,25,1998,8,4,385,4.3,0,0,0,0,0,0,0.23,0,0.05,0.05,0.07,0.12,3.72,1.16,7.91,0,0,0,0,0,0.04,0.07,0.11,0.04,0.11,Matches
469,Álex Remiro,es ESP,GK,Real Sociedad,29,1995,36,36,"3,240",36,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,Matches
470,Daniel Requena,es ESP,MF,Villarreal,20,2004,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,Matches
471,Diego Rico,es ESP,DF,Getafe,31,1993,33,32,"2,819",31.3,0,0.1,0.1,0,0,0,0.29,0.03,0.01,0.01,0.09,0.1,0.86,4.35,2.68,0,0.1,0.1,0,0.1,0.01,0.09,0.1,0.01,0.1,Matches
472,Luis Rioja,es ESP,FW,Alavés,30,1993,1,0,23,0.3,0,0,0,0,0,0,0,0,0,0,0.33,0.33,13.3,3.33,10,0,0,0,0,0,0,0.57,0.57,0,0.57,Matches
473,Luis Rioja,es ESP,"MF,FW",Valencia,30,1993,36,33,"2,831",31.5,0.16,0.1,0.25,0.1,0.06,0.06,0.19,0,0.1,0.05,0.14,0.2,2.95,3.27,7.24,0.16,0.1,0.25,0.1,0.19,0.1,0.14,0.25,0.05,0.2,Matches
474,Rodrigo Riquelme,es ESP,"MF,DF",Atlético Madrid,24,2000,16,4,516,5.7,0,0.18,0.18,0,0,0,0,0,0.16,0.16,0.14,0.3,7.54,4.21,10.9,0,0.17,0.17,0,0.17,0.16,0.14,0.3,0.16,0.3,Matches
475,Alberto Risco,es ESP,"MF,FW",Getafe,18,2005,5,0,69,0.8,0,0,0,0,0,0,0,0,0.25,0.25,0.13,0.37,3.75,3.75,7.5,0,0,0,0,0,0.22,0.19,0.41,0.22,0.41,Matches
476,Mihailo Ristić,rs SRB,"DF,MF",Celta Vigo,28,1995,10,6,429,4.8,0,0.21,0.21,0,0,0,0.21,0,0,0,0.04,0.04,1.67,2.08,2.29,0,0.21,0.21,0,0.21,0.01,0.04,0.05,0.01,0.05,Matches
477,Gorka Rivera Alonso,es ESP,"DF,MF",Getafe,19,2004,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Matches
478,Marc Roca,es ESP,MF,Betis,27,1996,14,11,906,10.1,0.2,0.2,0.4,0.2,0,0,0.4,0,0.11,0.11,0.1,0.21,1.09,5.84,1.29,0.2,0.2,0.4,0.2,0.4,0.11,0.1,0.21,0.11,0.21,Matches
479,Rodri,es ESP,FW,Betis,24,2000,3,1,118,1.3,0,0,0,0,0,0,0,0,0.15,0.15,0.08,0.15,3.08,6.15,8.46,0,0,0,0,0,0.13,0.06,0.19,0.13,0.19,Matches
480,Adrian Rodriguez,es ESP,GK,Alavés,23,2000,2,1,122,1.4,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
481,Álvaro Rodríguez,uy URU,FW,Getafe,20,2004,22,7,852,9.5,0.21,0,0.21,0.21,0,0,0.63,0,0.13,0.13,0.03,0.16,0.63,1.37,5.26,0.21,0,0.21,0.21,0.21,0.13,0.03,0.16,0.13,0.16,Matches
482,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Leganés,26,1998,29,12,"1,330",14.8,0.07,0.27,0.34,0.07,0,0,0.41,0.07,0.14,0.14,0.15,0.29,1.62,4.05,4.46,0.07,0.27,0.34,0.07,0.34,0.14,0.15,0.29,0.14,0.29,Matches
483,Arturo Rodríguez,es ESP,FW,Las Palmas,17,2006,1,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,Matches
484,Damián Rodríguez,es ESP,MF,Celta Vigo,21,2003,17,10,927,10.3,0,0,0,0,0,0,0.29,0,0.01,0.01,0.08,0.09,0.78,6.89,1.17,0,0,0,0,0,0.01,0.08,0.09,0.01,0.09,Matches
485,Dani Rodríguez,es ESP,"MF,FW",Mallorca,36,1988,37,26,"2,162",24,0.17,0.29,0.46,0.17,0,0,0.21,0,0.12,0.12,0.13,0.25,1.54,3.25,4.5,0.17,0.29,0.46,0.17,0.46,0.12,0.13,0.25,0.12,0.25,Matches
486,Daniel Rodriguez,es ESP,FW,Barcelona,18,2005,1,1,37,0.4,0,0,0,0,0,0,0,0,0,0,0,0,10,5,22.5,0,0,0,0,0,0.06,0,0.06,0.06,0.06,Matches
487,James Rodríguez,co COL,"MF,FW",Rayo Vallecano,33,1991,6,1,140,1.6,0,0,0,0,0,0,0.63,0,0.19,0.19,0.13,0.31,1.88,8.13,4.38,0,0,0,0,0,0.19,0.11,0.29,0.19,0.29,Matches
488,Javi Rodríguez,es ESP,DF,Celta Vigo,21,2003,36,26,"2,514",27.9,0.11,0.07,0.18,0.11,0,0,0.25,0,0.08,0.08,0.04,0.12,1.04,4.09,1.83,0.11,0.07,0.18,0.11,0.18,0.08,0.04,0.12,0.08,0.12,Matches
489,Jesus Rodríguez,es ESP,FW,Betis,18,2005,21,15,"1,111",12.3,0.16,0,0.16,0.16,0,0,0,0,0.19,0.19,0.02,0.2,4.31,2.85,8.05,0.16,0,0.16,0.16,0.16,0.18,0.02,0.2,0.18,0.2,Matches
490,Kirian Rodríguez,es ESP,MF,Las Palmas,28,1996,21,21,"1,758",19.5,0,0.15,0.15,0,0,0,0.1,0,0.08,0.08,0.08,0.15,1.28,6.56,2,0,0.15,0.15,0,0.15,0.08,0.07,0.16,0.08,0.16,Matches
491,Ricardo Rodríguez,ch SUI,DF,Betis,31,1992,18,15,"1,274",14.2,0,0.07,0.07,0,0,0,0,0,0.01,0.01,0.03,0.04,1.34,4.44,2.25,0,0.07,0.07,0,0.07,0.01,0.03,0.04,0.01,0.04,Matches
492,Rodrygo,br BRA,"FW,MF",Real Madrid,23,2001,30,22,"1,928",21.4,0.28,0.23,0.51,0.28,0,0,0,0,0.19,0.18,0.14,0.32,5.28,5.05,11.8,0.28,0.23,0.51,0.28,0.51,0.19,0.14,0.33,0.18,0.32,Matches
493,Leo Román,es ESP,GK,Mallorca,24,2000,7,7,630,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
494,Carlos Romero,es ESP,DF,Espanyol,22,2001,34,28,"2,554",28.4,0.07,0.04,0.11,0.07,0,0,0.25,0,0.07,0.07,0.07,0.15,1.76,2.25,3.98,0.07,0.04,0.11,0.07,0.11,0.07,0.07,0.15,0.07,0.15,Matches
495,Isaac Romero,es ESP,FW,Sevilla,24,2000,31,26,"2,156",24,0.17,0.08,0.25,0.17,0,0.04,0.42,0.04,0.28,0.25,0.09,0.34,0.88,1.21,3.96,0.17,0.08,0.25,0.17,0.25,0.28,0.09,0.37,0.25,0.34,Matches
496,Luka Romero,ar ARG,"FW,MF",Alavés,19,2004,6,2,199,2.2,0,0,0,0,0,0.45,0,0,0.36,0,0.09,0.09,1.36,0,5.45,0,0,0,0,0,0.37,0.08,0.45,0.01,0.09,Matches
497,Oriol Romeu,es ESP,MF,Girona,32,1991,25,17,"1,356",15.1,0,0,0,0,0,0,0.33,0,0.01,0.01,0.02,0.03,1.46,4.83,0.53,0,0,0,0,0,0.01,0.02,0.03,0.01,0.03,Matches
498,Vitor Roque,br BRA,FW,Betis,19,2005,22,14,"1,235",13.7,0.29,0,0.29,0.29,0,0,0.29,0,0.45,0.45,0.09,0.53,1.75,1.24,4.16,0.29,0,0.29,0.29,0.29,0.44,0.09,0.53,0.44,0.53,Matches
499,Valentin Rosier,fr FRA,DF,Leganés,27,1996,32,28,"2,595",28.8,0.03,0.07,0.1,0.03,0,0,0.28,0,0.03,0.03,0.04,0.07,1.42,2.57,3.09,0.03,0.07,0.1,0.03,0.1,0.03,0.04,0.07,0.03,0.07,Matches
500,Antonio Rüdiger,de GER,DF,Real Madrid,31,1993,29,26,"2,291",25.5,0,0,0,0,0,0,0.12,0,0.07,0.07,0.02,0.09,0.78,3.69,0.16,0,0,0,0,0,0.07,0.02,0.09,0.07,0.09,Matches
501,Aitor Ruibal,es ESP,"DF,FW",Betis,28,1996,29,13,"1,313",14.6,0.07,0.21,0.27,0.07,0,0,0.34,0,0.06,0.06,0.16,0.23,1.44,3.42,4.38,0.07,0.21,0.27,0.07,0.27,0.06,0.17,0.23,0.06,0.23,Matches
502,Abel Ruiz,es ESP,FW,Girona,24,2000,23,17,"1,346",15,0.27,0,0.27,0.2,0.07,0.13,0.2,0,0.31,0.2,0.03,0.23,1.4,1.53,4.73,0.27,0,0.27,0.2,0.2,0.31,0.03,0.34,0.2,0.23,Matches
503,Ferrán Ruiz,es ESP,MF,Girona,21,2003,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Matches
504,Youssouf Sabaly,sn SEN,DF,Betis,31,1993,22,20,"1,581",17.6,0,0.06,0.06,0,0,0,0.06,0,0.01,0.01,0.05,0.06,1.42,3.52,3.58,0,0.06,0.06,0,0.06,0.01,0.05,0.06,0.01,0.06,Matches
505,Umar Sadiq,ng NGA,FW,Valencia,27,1997,16,9,825,9.2,0.54,0,0.54,0.54,0,0,0.43,0,0.37,0.37,0.08,0.45,0.98,0.76,5.33,0.55,0,0.55,0.55,0.55,0.37,0.08,0.45,0.37,0.45,Matches
506,Umar Sadiq,ng NGA,FW,Real Sociedad,27,1997,7,2,227,2.5,0,0,0,0,0,0,0.4,0,0.08,0.08,0.08,0.16,2,2,7.2,0,0,0,0,0,0.09,0.06,0.15,0.09,0.15,Matches
507,Jorge Sáenz,es ESP,DF,Leganés,27,1996,23,19,"1,690",18.8,0.05,0,0.05,0.05,0,0,0.21,0.05,0.07,0.07,0.01,0.07,0.27,1.91,0.11,0.05,0,0.05,0.05,0.05,0.07,0.01,0.07,0.07,0.07,Matches
508,Jan Salas,es ESP,"MF,FW",Mallorca,18,2005,4,0,43,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,2,8,8,0,0,0,0,0,0.12,0,0.12,0.12,0.12,Matches
509,Kike Salas,es ESP,DF,Sevilla,22,2002,31,25,"2,238",24.9,0.12,0.08,0.2,0.12,0,0,0.24,0,0.08,0.08,0.02,0.1,0.28,2.37,0.72,0.12,0.08,0.2,0.12,0.2,0.08,0.02,0.1,0.08,0.1,Matches
510,Albert Sambi Lokonga,be BEL,MF,Sevilla,24,1999,22,16,"1,471",16.3,0,0.12,0.12,0,0,0,0.25,0,0.06,0.06,0.06,0.12,1.47,5.71,1.23,0,0.12,0.12,0,0.12,0.06,0.06,0.12,0.06,0.12,Matches
511,Chuky san jose,es ESP,MF,Valladolid,20,2004,18,9,728,8.1,0.25,0,0.25,0.25,0,0,0.12,0,0.27,0.27,0.15,0.42,0.74,1.85,3.33,0.25,0,0.25,0.25,0.25,0.28,0.15,0.42,0.28,0.42,Matches
512,Oihan Sancet,es ESP,MF,Athletic Club,24,2000,29,19,"1,620",18,0.83,0.06,0.89,0.67,0.17,0.17,0.11,0,0.54,0.41,0.11,0.51,2.89,5,6.39,0.83,0.06,0.89,0.67,0.72,0.54,0.1,0.64,0.4,0.51,Matches
513,Antonio Sánchez,es ESP,"MF,DF",Mallorca,27,1997,33,12,"1,395",15.5,0,0,0,0,0,0,0.19,0,0.07,0.07,0.04,0.11,1.16,2.45,3.42,0,0,0,0,0,0.07,0.04,0.11,0.07,0.11,Matches
514,Iván Sánchez,es ESP,"MF,FW",Valladolid,31,1992,32,11,"1,404",15.6,0.13,0.06,0.19,0.13,0,0,0.26,0,0.04,0.04,0.19,0.22,3.85,4.94,5.96,0.13,0.06,0.19,0.13,0.19,0.04,0.19,0.23,0.04,0.23,Matches
515,Javi Sánchez,es ESP,DF,Valladolid,27,1997,25,25,"2,026",22.5,0.09,0,0.09,0.09,0,0,0.27,0,0.02,0.02,0.01,0.04,0.18,1.51,0.18,0.09,0,0.09,0.09,0.09,0.02,0.01,0.03,0.02,0.03,Matches
516,Juanlu Sánchez,es ESP,"MF,DF",Sevilla,20,2003,32,18,"1,722",19.1,0.21,0.21,0.42,0.21,0,0,0.31,0.05,0.11,0.11,0.15,0.26,2.3,3.56,4.35,0.21,0.21,0.42,0.21,0.42,0.11,0.15,0.26,0.11,0.26,Matches
517,Manu Sánchez,es ESP,DF,Alavés,23,2000,33,30,"2,634",29.3,0.03,0,0.03,0.03,0,0,0.2,0.03,0.06,0.06,0.04,0.1,1.6,2.66,3.31,0.03,0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1,Matches
518,Maroan Sannadi,es ESP,FW,Athletic Club,23,2001,16,7,754,8.4,0.12,0.12,0.24,0.12,0,0,0,0,0.42,0.42,0.07,0.49,2.5,1.79,7.98,0.12,0.12,0.24,0.12,0.24,0.41,0.07,0.48,0.41,0.48,Matches
519,Jesús Santiago,es ESP,MF,Getafe,20,2004,19,4,372,4.1,0,0,0,0,0,0,1.22,0,0,0,0,0,0.98,3.9,0.98,0,0,0,0,0,0.01,0,0.01,0.01,0.01,Matches
520,Aleksandar Sedlar,rs SRB,DF,Alavés,32,1991,9,7,594,6.6,0,0,0,0,0,0,0.15,0.15,0,0,0,0,0.3,1.82,0.15,0,0,0,0,0,0,0,0,0,0,Matches
521,Sergi,es ESP,DF,Leganés,32,1992,36,33,"2,957",32.9,0.06,0,0.06,0.06,0,0,0.06,0.03,0.05,0.05,0.01,0.06,0.09,2.34,0.06,0.06,0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,Matches
522,Nicolás Serrano,es ESP,FW,Athletic Club,21,2003,4,1,112,1.2,0,0,0,0,0,0,0,0,0.17,0.17,0,0.17,1.67,3.33,15,0,0,0,0,0,0.13,0.02,0.15,0.13,0.15,Matches
523,Fábio Silva,pt POR,FW,Las Palmas,22,2002,24,22,"1,866",20.7,0.48,0.14,0.63,0.39,0.1,0.14,0.34,0,0.43,0.31,0.1,0.41,1.45,1.26,5.75,0.48,0.14,0.63,0.39,0.53,0.42,0.1,0.52,0.31,0.41,Matches
524,Rui Silva,pt POR,GK,Betis,30,1994,15,15,"1,350",15,0,0,0,0,0,0,0.07,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0.01,Matches
525,Giuliano Simeone,ar ARG,MF,Atlético Madrid,21,2002,33,26,"1,926",21.4,0.09,0.28,0.37,0.09,0,0,0.19,0,0.1,0.1,0.24,0.35,3.22,2.29,8.83,0.09,0.28,0.37,0.09,0.37,0.1,0.24,0.35,0.1,0.35,Matches
526,Unai Simón,es ESP,GK,Athletic Club,27,1997,21,21,"1,890",21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
527,Daley Sinkgraven,nl NED,DF,Las Palmas,29,1995,2,1,91,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,7,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
528,Jailson Siqueira,br BRA,"DF,MF",Celta Vigo,28,1995,13,6,614,6.8,0,0,0,0,0,0,0.29,0,0.01,0.01,0,0.03,1.47,6.32,0.44,0,0,0,0,0,0.02,0,0.02,0.02,0.02,Matches
529,Antonio Sivera,es ESP,GK,Alavés,27,1996,32,32,"2,810",31.2,0,0,0,0,0,0,0.19,0.03,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,Matches
530,Justin Smith,ca CAN,MF,Espanyol,21,2003,5,3,209,2.3,0,0,0,0,0,0,0,0,0,0,0,0,1.74,2.61,3.04,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
531,Alex Sola,es ESP,"MF,FW",Getafe,25,1999,19,13,"1,029",11.4,0,0.09,0.09,0,0,0,0.35,0,0.09,0.09,0.06,0.14,2.11,2.02,5.35,0,0.09,0.09,0,0.09,0.08,0.06,0.14,0.08,0.14,Matches
532,Arnau Solà,es ESP,MF,Villarreal,21,2003,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
533,Jhon Solis,co COL,MF,Girona,19,2004,19,3,535,5.9,0.17,0,0.17,0.17,0,0,0.51,0,0.12,0.12,0.02,0.12,1.53,4.92,2.54,0.17,0,0.17,0.17,0.17,0.11,0.01,0.12,0.11,0.12,Matches
